Id,Title,Action,Drama,Adventure,Sci-Fi,Fantasy,Comedy,Romance,Thriller,Crime,War,Mystery,Animation,Children,Horror,Musical,Documentary,IMAX,Western,Film-Noir,Ratings,Label
5279, Mr. Blandings Builds His Dream House (1948),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0
5280, My Favorite Wife (1940),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0
5281," New Adventures of Pippi Longstocking, The (1988)",0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,10.0,3
5282, Night and Day (1946),0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.5,0
5283," Snake Pit, The (1948)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,2
5284," Super, The (1991)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
5285," Leopard, The (Gattopardo, Il) (1963)",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.6,3
5286," Day of the Locust, The (1975)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,1
5287, To End All Wars (2001),1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0
5288," Woman Is a Woman, A (femme est une femme, Une) (1961)",0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,9.9,3
5289, Biggles (1986),0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1,3
5290," Yesterday, Today and Tomorrow (Ieri, oggi, domani) (1963)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,2
5291, Unprecedented: The 2000 Presidential Election (2002),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.1,1
5292," Prime of Miss Jean Brodie, The (1969)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,1
5293, My Voyage to Italy (Il mio viaggio in Italia) (1999),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.0,2
5294, This Gun for Hire (1942),0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.9,0
5295, Sherlock Holmes: Terror by Night (1946),0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,6.8,2
5296," Spy Who Came in from the Cold, The (1965)",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.5,3
5297, Sherlock Holmes and the Secret Weapon (1942),0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,9.5,3
5298, Sherlock Holmes: The Woman in Green (1945),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.4,3
5299, Sherlock Holmes: Dressed to Kill (1946),0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2.1,0
5300," Manchurian Candidate, The (2004)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0
5301, Thunderbirds (2004),1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0
5302," Village, The (2004)",0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8.8,3
5303, Garden State (2004),0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.7,1
5304, Musa the Warrior (Musa) (2001),1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3,1
5305," Funny Thing Happened on the Way to the Forum, A (1966)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.1,1
5306, Collateral (2004),1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5.6,2
5307, Little Black Book (2004),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.9,1
5308, Code 46 (2003),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0
5309," Story of Women (Affaire de femmes, Une) (1988)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,3
5310, Harold and Kumar Go to White Castle (2004),0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1
5311," Princess Diaries 2: Royal Engagement, The (2004)",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
5312, Danny Deckchair (2003),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6.6,2
5313, AVP: Alien vs. Predator (2004),1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6.6,2
5314, We Don't Live Here Anymore (2004),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0
5315, Without a Paddle (2004),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,3
5316, Exorcist: The Beginning (2004),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4.1,1
5317," Bill Cosby, Himself (1983)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,8.2,3
5318, Anacondas: The Hunt for the Blood Orchid (2004),0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6.0,2
5319, Suspect Zero (2004),0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3.3,1
5320, Warriors of Heaven and Earth (Tian di ying xiong) (2003),1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6,3
5321, Vanity Fair (2004),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.8,2
5322, Paparazzi (2004),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.8,2
5323, Wicker Park (2004),0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.7,0
5324, Alice Doesn't Live Here Anymore (1974),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0
5325, Who's That Knocking at My Door? (1967),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0
5326, Camera Buff (Amator) (1979),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,2
5327," Vitelloni, I (a.k.a. The Young and the Passionate) (1953)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,1
5328, Cellular (2004),1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0.2,0
5329, Resident Evil: Apocalypse (2004),1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5.7,2
5330, Mr. 3000 (2004),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,3
5331, Sky Captain and the World of Tomorrow (2004),1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
5332, Wimbledon (2004),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8.8,3
5333, First Daughter (2004),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6.8,2
5334," Forgotten, The (2004)",0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8.9,3
5335," Motorcycle Diaries, The (Diarios de motocicleta) (2004)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,3
5336, Shaun of the Dead (2004),0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7.2,2
5337," Come Back, Little Sheba (1952)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,3
5338, Murder on the Orient Express (1974),0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2.3,0
5339, Mask (1985),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,3
5340, Orca: The Killer Whale (1977),1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.7,0
5341, 1492: Conquest of Paradise (1992),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
5342, Cannibal Holocaust (1980),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.8,0
5343, Shark Tale (2004),0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,8.2,3
5344, Ladder 49 (2004),1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.2,2
5345, I Heart Huckabees (2004),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,3
5346, Raise Your Voice (2004),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0,1
5347, Taxi (2004),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,2
5348, Primer (2004),0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,2
5349, Stage Beauty (2004),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2
5350, Shall We Dance? (2004),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5.7,2
5351, Team America: World Police (2004),1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7.2,2
5352, Eulogy (2004),0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7.8,3
5353, P.S. (2004),0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7.2,2
5354," Country Girl, The (1954)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,2
5355," Rose Tattoo, The (1955)",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.2,2
5356," Fearless Vampire Killers, The (1967)",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7.6,3
5357," Decline of the American Empire, The (Déclin de l'empire américain, Le) (1986)",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,2
5358, Bebe's Kids (1992),0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,7.6,3
5359, Friday Night Lights (2004),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0
5360, Tarnation (2003),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.8,1
5361," Final Cut, The (2004)",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.6,3
5362, Being Julia (2004),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0
5363, Surviving Christmas (2004),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3,3
5364," Grudge, The (2004)",0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1.3,0
5365, Alfie (2004),0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0
5366, Sideways (2004),0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0
5367, The Machinist (2004),0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4.2,1
5368, Vera Drake (2004),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0
5369, Falling Angels (2003),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,3
5370, Lightning in a Bottle (2004),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.8,3
5371, Undertow (2004),0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.4,0
5372, Saw (2004),0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,4.4,1
5373, Ray (2004),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8,3
5374, Birth (2004),0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.4,2
5375," Incredibles, The (2004)",1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,9.2,3
5376, Callas Forever (2002),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9,3
5377," Polar Express, The (2004)",0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,7.0,2
5378, Kinsey (2004),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,1
5379, Seed of Chucky (Child's Play 5) (2004),0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.8,0
5380, After the Sunset (2004),1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.8,0
5381, Bridget Jones: The Edge of Reason (2004),0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0
5382, Finding Neverland (2004),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,2
5383, National Treasure (2004),1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.2,0
5384, Bad Education (La mala educación) (2004),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.3,0
5385," SpongeBob SquarePants Movie, The (2004)",0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,5.5,2
5386, Alexander (2004),1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.8,3
5387, Christmas with the Kranks (2004),0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0
5388, Guerrilla: The Taking of Patty Hearst (2004),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.4,3
5389, Closer (2004),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.6,3
5390, I Am David (2003),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0
5391, House of Flying Daggers (Shi mian mai fu) (2004),1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.7,2
5392, Ocean's Twelve (2004),1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,7.5,3
5393, Blade: Trinity (2004),1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2.7,1
5394, Bush's Brain (2004),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.7,2
5395, Damn Yankees! (1958),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0
5396, That's Entertainment (1974),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.5,3
5397, D.A.R.Y.L. (1985),0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.5,1
5398, Fire in the Sky (1993),0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.5,1
5399," Invisible Man Returns, The (1940)",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.9,3
5400, Love Me If You Dare (Jeux d'enfants) (2003),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.7,1
5401, Control Room (2004),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.6,0
5402," Hunchback of Notre Dame, The (1923)",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.9,1
5403, Sherlock Jr. (1924),0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9.9,3
5404," Freshman, The (1925)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,2
5405, Greed (1924),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,3
5406," Jazz Singer, The (1927)",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.8,0
5407," Steamboat Bill, Jr. (1928)",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.3,1
5408," Andalusian Dog, An (Chien andalou, Un) (1929)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0
5409, Little Caesar (1931),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.6,3
5410, Boudu Saved From Drowning (Boudu sauvé des eaux) (1932),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,2
5411, Scarface (1932),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.8,2
5412, Dinner at Eight (1933),0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6.7,2
5413, Gold Diggers of 1933 (1933),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.2,3
5414," Atalante, L' (1934)",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8.6,3
5415, Fury (1936),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.6,1
5416, Libeled Lady (1936),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9.4,3
5417, Mr. Deeds Goes to Town (1936),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9.2,3
5418, Camille (1936),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.6,2
5419, Captains Courageous (1937),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3,3
5420, Stage Door (1937),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,2
5421, Holiday (1938),0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8.5,3
5422," Roaring Twenties, The (1939)",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1.4,0
5423, Wuthering Heights (1939),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1
5424," Letter, The (1940)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.1,1
5425, Here Comes Mr. Jordan (1941),0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.9,1
5426, Random Harvest (1942),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.4,1
5427, Tales of Manhattan (1942),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,2
5428, Day of Wrath (Vredens dag) (1943),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,3
5429," Miracle of Morgan's Creek, The (1944)",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0
5430, Mr. Skeffington (1944),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.1,1
5431, Great Expectations (1946),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,2
5432," Stranger, The (1946)",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.4,1
5433, Easter Parade (1948),0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.4,1
5434," Lady from Shanghai, The (1947)",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7.8,3
5435," Three Musketeers, The (1948)",1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.7,3
5436, Unfaithfully Yours (1948),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8,3
5437," Letter to Three Wives, A (1949)",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1
5438, Annie Get Your Gun (1950),0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,9.4,3
5439, King Solomon's Mines (1950),1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
5440," Young and the Damned, The (Olvidados, Los) (1950)",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0
5441," Star Is Born, A (1954)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.2,0
5442, The Wild One (1953),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0
5443, Confidential Report (1955),0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1.4,0
5444, Night and Fog (Nuit et brouillard) (1955),0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,3.5,1
5445, Teacher's Pet (1958),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.8,1
5446," Human Condition II, The (Ningen no joken II) (1959)",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.4,2
5447, Pickpocket (1959),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.4,1
5448, When a Woman Ascends the Stairs (Onna ga kaidan wo agaru toki) (1960),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,2
5449," Human Condition III, The (Ningen no joken III) (1961)",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.9,3
5450, Advise and Consent (1962),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,3
5451, Harakiri (Seppuku) (1962),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6,3
5452," Music Man, The (1962)",0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,7.0,2
5453, Mutiny on the Bounty (1962),0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.5,2
5454," Carabineers, The (Carabiniers, Les) (1963)",0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6.3,2
5455," Hush... Hush, Sweet Charlotte (1964)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,8.7,3
5456, Onibaba (1964),0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,8.8,3
5457, Robinson Crusoe on Mars (1964),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0
5458," Battle of Algiers, The (La battaglia di Algeri) (1966)",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.8,2
5459," Charlie Brown Christmas, A (1965)",0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,4.7,1
5460, Major Dundee (1965),0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8.6,3
5461," Thousand Clowns, A (1965)",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.3,1
5462, Andrei Rublev (Andrey Rublyov) (1969),0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0,1
5463, Au Hasard Balthazar (1966),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.8,3
5464, Batman (1966),1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,1
5465, Closely Watched Trains (Ostre sledované vlaky) (1966),0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3,0
5466, Tokyo Drifter (Tôkyô nagaremono) (1966),1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.5,1
5467, Branded to Kill (Koroshi no rakuin) (1967),1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.5,1
5468, Play Time (a.k.a. Playtime) (1967),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2,3
5469, Point Blank (1967),1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2.0,0
5470, Titicut Follies (1967),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.6,1
5471, Asterix and Cleopatra (Astérix et Cléopâtre) (1968),1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,7.1,2
5472," Diamond Arm, The (Brilliantovaya ruka) (1968)",1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3.4,1
5473, Sympathy for the Devil (1968),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0
5474," Yours, Mine and Ours (1968)",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4.2,1
5475," Claire's Knee (Genou de Claire, Le) (1970)",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8.6,3
5476, Performance (1970),0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3.1,1
5477," White Sun of the Desert, The (Beloe solntse pustyni) (1970)",1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,4.5,1
5478, Zabriskie Point (1970),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.8,3
5479, Duel (1971),1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6.0,2
5480, They Call Me Trinity (1971),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6.6,2
5481," Topo, El (1970)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.1,1
5482, Dr. Phibes Rises Again (1972),0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,9.1,3
5483, Charley Varrick (1973),0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3.3,1
5484, Dark Star (1974),0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5.1,2
5485, Sisters (1973),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2.2,0
5486, Turkish Delight (Turks fruit) (1973),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.8,2
5487, California Split (1974),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9,3
5488, Emmanuelle (1974),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.9,1
5489, Gone in 60 Seconds (1974),1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7,0
5490," Holy Mountain, The (Montaña sagrada, La) (1973)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0
5491," Twelve Tasks of Asterix, The (Les douze travaux d'Astérix) (1976)",1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3.6,1
5492, French Connection II (1975),1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8.1,3
5493," Irony of Fate, or Enjoy Your Bath! (Ironiya sudby, ili S legkim parom!) (1975)",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8.4,3
5494," Passenger, The (Professione: reporter) (1975)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,2
5495, Trilogy of Terror (1975),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.2,0
5496, 1900 (Novecento) (1976),0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.8,2
5497, Futureworld (1976),0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.8,3
5498, Harlan County U.S.A. (1976),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.0,2
5499, Silver Streak (1976),1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3,0
5500, High Anxiety (1977),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5.5,2
5501," New York, New York (1977)",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.0,1
5502," Turning Point, The (1977)",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.3,2
